	4275	4277	4279	4280	4280a	4281
ENSG00000265374	0	0	0	0	0	0
ENSG00000265375	0	0	0	0	0	0
ENSG00000265376	0	0	0	0	0	0
ENSG00000265378	0	0	0	0	0	0
ENSG00000265380	2	2	0	0	2	0
ENSG00000265386	1	0	0	0	0	0
ENSG00000265388	0	0	0	0	0	0
ENSG00000265390	0	0	3	0	0	2
ENSG00000265392	0	0	0	0	0	0
ENSG00000265393	0	1	0	0	0	0
ENSG00000265394	0	0	0	0	0	0
ENSG00000265395	1	3	4	7	1	0
ENSG00000265396	0	4	4	1	1	3
ENSG00000265399	3	6	2	7	6	4
ENSG00000265400	0	0	0	0	0	0
ENSG00000265401	1	2	4	0	1	6
ENSG00000265402	0	0	0	0	0	0
ENSG00000265407	0	1	0	0	1	1
ENSG00000265408	2	0	3	0	0	0
ENSG00000265411	0	0	1	0	0	0
ENSG00000265413	0	3	4	5	1	0
ENSG00000265415	0	0	0	0	0	0
ENSG00000265417	0	0	0	0	0	0
ENSG00000265418	0	0	0	0	0	0
ENSG00000265420	0	0	0	0	0	0
ENSG00000265421	0	0	0	0	0	1
ENSG00000265422	0	0	0	0	0	0
ENSG00000265423	0	0	0	0	0	0
ENSG00000265425	0	0	0	1	0	0
ENSG00000265428	0	0	0	0	0	0
ENSG00000265429	0	0	0	0	0	3
ENSG00000265432	0	0	0	1	0	0
ENSG00000265433	0	0	0	0	0	0
ENSG00000265435	0	0	0	0	0	0
ENSG00000265437	0	0	0	0	0	0
ENSG00000265439	0	0	0	0	0	0
ENSG00000265442	0	1	0	4	0	0
ENSG00000265443	0	0	0	0	0	1
ENSG00000265444	0	0	0	0	1	0
ENSG00000265445	0	0	0	0	1	0
ENSG00000265450	0	0	0	0	0	0
ENSG00000265451	12	25	18	10	2	11
ENSG00000265452	4	3	7	12	16	12
ENSG00000265453	0	0	0	0	0	0
ENSG00000265456	0	0	0	0	0	0
ENSG00000265458	46	59	61	78	81	70
ENSG00000265460	0	0	1	1	2	1
ENSG00000265462	1	2	5	1	0	2
ENSG00000265465	0	0	0	0	0	0
ENSG00000265469	0	1	0	0	0	0
ENSG00000265470	0	0	0	0	0	1
ENSG00000265472	0	0	0	0	0	0
ENSG00000265474	1	1	1	0	0	0
ENSG00000265477	0	0	0	0	0	0
ENSG00000265478	4	1	2	1	2	3
ENSG00000265479	8	13	15	8	10	10
ENSG00000265480	0	2	0	0	0	1
ENSG00000265483	0	0	0	0	0	0
ENSG00000265484	0	0	0	0	0	0
ENSG00000265485	0	0	0	0	0	0
ENSG00000265486	0	0	0	0	0	0
ENSG00000265487	0	0	0	0	0	0
ENSG00000265489	0	0	0	0	0	0
ENSG00000265490	0	0	0	1	0	0
ENSG00000265491	944	931	1638	1663	1660	891
ENSG00000265494	0	0	0	0	1	0
ENSG00000265496	0	1	2	0	4	3
ENSG00000265499	0	0	0	0	0	0
ENSG00000265503	0	0	0	1	0	0
ENSG00000265507	0	0	0	1	0	0
ENSG00000265510	0	0	0	0	0	0
ENSG00000265511	0	0	1	0	0	0
ENSG00000265514	0	0	0	0	0	0
ENSG00000265519	0	0	0	0	0	0
ENSG00000265520	0	0	0	0	0	1
ENSG00000265521	0	0	1	1	0	0
ENSG00000265526	0	0	0	0	0	0
ENSG00000265527	1	0	2	5	2	2
ENSG00000265531	29	10	19	51	34	33
ENSG00000265533	0	0	0	0	0	0
ENSG00000265535	0	0	0	0	0	0
ENSG00000265537	0	0	0	0	0	0
ENSG00000265538	0	0	0	0	0	0
ENSG00000265539	0	1	0	0	2	0
ENSG00000265541	1	0	0	0	0	0
ENSG00000265542	0	0	1	0	1	0
ENSG00000265544	0	0	0	0	0	0
ENSG00000265545	0	0	0	0	0	0
ENSG00000265547	0	0	0	0	0	0
ENSG00000265552	0	0	0	0	0	0
ENSG00000265554	0	0	0	0	0	0
ENSG00000265555	0	0	0	0	0	0
ENSG00000265556	0	0	0	0	0	0
ENSG00000265558	0	1	1	1	1	1
ENSG00000265559	0	0	0	0	0	0
ENSG00000265561	0	0	0	0	0	0
ENSG00000265564	0	0	0	0	0	0
ENSG00000265565	1	0	3	1	0	0
ENSG00000265566	2	3	2	0	0	1
ENSG00000265567	0	0	0	0	0	0
ENSG00000265574	0	1	4	2	1	3
ENSG00000265579	0	0	0	0	0	0
ENSG00000265584	0	0	0	0	0	0
ENSG00000265588	0	0	0	0	0	0
ENSG00000265590	0	0	0	0	0	0
ENSG00000265593	0	0	0	0	0	0
ENSG00000265595	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0
ENSG00000265598	0	0	0	0	0	0
ENSG00000265599	0	0	0	0	1	0
ENSG00000265606	0	0	0	0	0	0
ENSG00000265612	1	3	4	4	4	2
ENSG00000265614	0	0	0	0	0	0
ENSG00000265617	0	0	0	0	0	0
ENSG00000265618	0	0	0	0	0	0
ENSG00000265623	0	0	0	0	1	0
ENSG00000265625	44	58	60	38	37	84
ENSG00000265626	0	0	0	0	0	0
ENSG00000265630	0	3	0	1	1	0
ENSG00000265631	0	0	0	0	0	0
ENSG00000265635	0	0	0	0	0	0
ENSG00000265639	0	0	0	0	0	0
ENSG00000265641	0	0	0	0	0	0
ENSG00000265643	0	0	0	0	0	0
ENSG00000265644	0	0	0	0	0	0
ENSG00000265646	0	3	0	3	4	1
ENSG00000265648	0	2	0	0	0	0
ENSG00000265653	0	0	0	0	0	0
ENSG00000265656	1	0	0	2	0	0
ENSG00000265657	0	0	0	0	0	0
ENSG00000265658	10	14	7	0	1	8
ENSG00000265660	1	1	1	2	0	0
ENSG00000265664	0	0	0	0	0	0
ENSG00000265666	129	175	50	54	64	171
ENSG00000265669	0	0	0	0	0	0
ENSG00000265670	0	0	0	0	0	0
ENSG00000265671	0	0	0	0	0	0
ENSG00000265673	0	0	0	0	0	0
ENSG00000265675	0	0	0	0	0	0
ENSG00000265678	0	0	0	0	0	0
ENSG00000265681	93	121	137	136	134	124
ENSG00000265682	0	0	0	0	0	0
ENSG00000265683	0	0	1	0	0	0
ENSG00000265684	0	0	0	0	0	0
ENSG00000265688	0	2	0	1	1	2
ENSG00000265689	0	0	0	0	0	0
ENSG00000265690	0	0	0	0	0	0
ENSG00000265691	0	0	0	0	0	0
ENSG00000265692	54	41	39	25	47	41
ENSG00000265693	0	0	0	0	0	0
ENSG00000265694	0	0	0	0	0	0
ENSG00000265697	0	0	0	1	0	0
ENSG00000265698	0	0	0	0	0	0
ENSG00000265699	0	0	0	0	0	0
ENSG00000265702	0	0	2	0	0	0
ENSG00000265706	3	2	1	6	4	0
ENSG00000265712	0	0	0	0	0	0
ENSG00000265713	4	2	5	6	6	5
ENSG00000265717	0	0	0	0	0	0
ENSG00000265719	0	1	1	0	1	0
ENSG00000265724	1	0	0	0	0	1
ENSG00000265725	0	0	0	0	0	0
ENSG00000265727	1	0	1	2	3	2
ENSG00000265728	0	1	2	1	2	2
ENSG00000265733	0	0	1	1	0	0
ENSG00000265734	0	0	0	0	0	0
ENSG00000265735	2	3	0	9	5	8
ENSG00000265737	0	1	0	0	1	1
ENSG00000265739	0	0	0	0	0	0
ENSG00000265740	0	0	0	0	0	0
ENSG00000265743	1	0	0	0	0	1
ENSG00000265744	0	0	0	0	0	0
ENSG00000265745	0	0	0	0	0	0
ENSG00000265746	0	0	0	0	0	0
ENSG00000265749	0	0	0	0	0	0
ENSG00000265750	1	0	0	0	0	1
ENSG00000265751	0	0	1	1	0	0
ENSG00000265752	2	3	3	4	2	3
ENSG00000265753	1	4	3	2	7	4
ENSG00000265758	1	0	0	0	0	0
ENSG00000265763	0	0	0	0	0	0
ENSG00000265766	0	0	0	0	0	0
ENSG00000265768	0	0	1	0	0	0
ENSG00000265775	0	0	0	0	0	0
ENSG00000265776	0	0	0	0	0	0
ENSG00000265777	0	0	0	0	0	0
ENSG00000265778	5	8	9	8	8	9
ENSG00000265781	0	0	0	0	0	0
ENSG00000265784	2	1	0	1	1	0
ENSG00000265786	0	0	0	0	0	0
ENSG00000265787	4	3	12	6	7	3
ENSG00000265788	1	0	0	0	0	0
ENSG00000265789	0	0	0	0	0	0
ENSG00000265790	0	1	0	0	0	1
ENSG00000265791	7	9	5	3	5	4
ENSG00000265793	0	0	0	0	0	0
ENSG00000265794	0	0	0	0	0	0
ENSG00000265798	8	8	7	8	15	8
ENSG00000265799	0	0	0	0	0	0
ENSG00000265800	2	9	7	3	5	2
ENSG00000265801	0	0	1	2	0	2
ENSG00000265802	3	3	3	12	2	1
ENSG00000265806	38	59	38	48	38	8
ENSG00000265808	1996	2603	1678	2142	2062	2271
ENSG00000265810	0	0	0	0	0	0
ENSG00000265813	0	0	0	0	0	0
ENSG00000265814	0	0	0	0	0	0
ENSG00000265815	0	0	0	0	0	0
ENSG00000265817	16	7	5	14	11	2
ENSG00000265818	0	0	0	0	0	0
ENSG00000265820	7	0	10	5	5	1
ENSG00000265822	0	0	0	0	0	0
ENSG00000265828	0	1	0	5	2	0
ENSG00000265829	0	0	0	0	0	0
ENSG00000265831	0	0	0	0	0	0
ENSG00000265833	0	0	0	0	0	0
ENSG00000265836	0	0	0	0	0	0
ENSG00000265840	0	0	1	0	0	1
ENSG00000265841	0	0	0	0	0	0
ENSG00000265843	0	0	0	0	0	0
ENSG00000265844	1	4	1	0	0	0
ENSG00000265845	2	5	3	3	5	5
ENSG00000265846	0	0	0	0	0	0
ENSG00000265847	0	0	0	0	0	0
ENSG00000265848	0	0	0	0	0	0
ENSG00000265850	0	0	0	0	1	0
ENSG00000265853	0	0	0	0	0	0
ENSG00000265855	0	0	1	0	0	0
ENSG00000265859	0	0	0	0	0	0
ENSG00000265861	0	0	0	0	0	0
ENSG00000265863	0	0	0	1	0	0
ENSG00000265867	2	0	1	0	2	0
ENSG00000265871	1	3	1	0	0	1
ENSG00000265872	0	0	0	0	0	0
ENSG00000265873	0	0	0	0	0	0
ENSG00000265874	3	5	4	12	6	8
ENSG00000265878	0	0	0	0	0	0
ENSG00000265879	2	2	2	2	1	2
ENSG00000265881	0	0	0	0	0	0
ENSG00000265882	1	6	4	5	9	2
ENSG00000265883	0	0	0	0	0	0
ENSG00000265885	0	0	0	0	0	0
ENSG00000265888	1	3	1	0	0	7
ENSG00000265889	0	0	0	0	0	0
ENSG00000265892	1	0	0	0	0	1
ENSG00000265894	0	0	0	0	0	0
ENSG00000265897	0	0	0	0	0	0
ENSG00000265902	0	0	1	0	0	0
ENSG00000265905	0	0	0	0	0	0
ENSG00000265907	1	2	3	8	15	4
ENSG00000265908	0	0	0	0	0	0
ENSG00000265912	1	1	1	0	1	0
ENSG00000265916	1	0	0	0	0	0
ENSG00000265917	0	2	3	7	5	0
ENSG00000265918	0	0	0	0	1	0
ENSG00000265919	0	0	0	0	0	0
ENSG00000265924	0	0	0	0	0	0
ENSG00000265927	0	0	0	0	0	0
ENSG00000265929	1	1	1	1	0	1
ENSG00000265932	1	0	1	0	0	0
ENSG00000265933	0	0	0	0	0	1
ENSG00000265934	0	0	0	0	0	0
ENSG00000265935	0	0	0	0	0	0
ENSG00000265936	0	0	0	0	0	0
ENSG00000265939	0	1	0	1	0	0
ENSG00000265942	0	2	1	0	0	0
ENSG00000265943	0	1	0	0	1	2
ENSG00000265944	0	0	0	0	0	0
ENSG00000265946	0	0	0	0	0	0
ENSG00000265948	0	0	0	0	0	0
ENSG00000265954	0	0	0	0	0	0
ENSG00000265956	0	0	0	0	0	0
ENSG00000265957	0	0	0	0	0	0
ENSG00000265961	0	0	0	0	0	0
ENSG00000265962	0	0	0	0	0	0
ENSG00000265964	0	0	0	0	0	0
ENSG00000265965	0	0	0	0	0	0
ENSG00000265967	9	6	2	5	3	3
ENSG00000265971	0	3	0	0	0	0
ENSG00000265972	17523	19289	11000	13078	13111	12876
ENSG00000265973	0	0	0	0	0	0
ENSG00000265975	176	255	68	69	53	90
ENSG00000265976	1	0	0	0	0	1
ENSG00000265980	0	0	0	0	0	0
ENSG00000265981	0	2	1	1	0	0
ENSG00000265982	75	78	78	77	79	104
ENSG00000265984	0	0	0	0	0	0
ENSG00000265986	0	0	0	0	0	0
ENSG00000265987	0	0	0	0	0	0
ENSG00000265991	0	2	0	0	1	1
ENSG00000265992	0	0	0	0	0	0
ENSG00000265993	0	1	0	0	0	0
ENSG00000265994	0	0	0	0	0	0
ENSG00000265995	0	0	0	0	0	0
ENSG00000265996	8	11	6	5	13	9
ENSG00000266002	0	0	0	0	0	0
ENSG00000266003	0	0	0	0	0	0
ENSG00000266006	0	0	0	0	0	0
ENSG00000266009	0	0	0	0	0	0
ENSG00000266010	0	0	0	1	0	0
ENSG00000266012	0	0	0	0	0	0
ENSG00000266013	0	0	0	0	0	0
ENSG00000266014	0	0	0	0	0	0
ENSG00000266015	0	0	0	0	0	0
ENSG00000266016	0	0	0	0	0	0
ENSG00000266017	1	0	2	8	5	6
ENSG00000266019	5	0	4	13	8	0
ENSG00000266028	419	620	421	417	421	400
ENSG00000266036	3	2	3	5	2	2
ENSG00000266038	0	0	4	2	1	1
ENSG00000266039	0	0	0	0	0	0
ENSG00000266041	0	0	0	0	0	0
ENSG00000266042	0	0	0	0	0	0
ENSG00000266043	0	0	0	0	0	0
ENSG00000266048	0	0	0	0	0	0
ENSG00000266049	0	0	0	1	1	0
ENSG00000266050	0	0	0	0	0	0
ENSG00000266052	0	0	0	0	0	0
ENSG00000266053	475	521	392	541	569	606
ENSG00000266059	0	0	0	0	0	0
ENSG00000266063	0	0	0	0	0	0
ENSG00000266065	0	0	0	0	0	0
ENSG00000266066	30	16	33	39	51	13
ENSG00000266071	0	0	0	0	0	0
ENSG00000266072	0	2	0	1	0	0
ENSG00000266074	22	53	37	23	26	6
ENSG00000266075	0	2	3	0	1	1
ENSG00000266076	0	0	0	0	0	0
ENSG00000266078	0	0	0	0	0	0
ENSG00000266079	0	1	1	0	1	1
ENSG00000266086	0	0	0	0	0	0
ENSG00000266088	5	5	2	4	6	2
ENSG00000266094	15277	21102	9223	8869	8091	15337
ENSG00000266097	0	1	3	0	0	1
ENSG00000266099	0	0	0	0	0	0
ENSG00000266100	0	0	0	0	0	0
ENSG00000266101	0	0	0	0	0	0
ENSG00000266102	0	0	0	1	0	0
ENSG00000266104	1	1	3	3	3	5
ENSG00000266105	0	0	0	0	0	0
ENSG00000266106	0	0	0	0	1	0
ENSG00000266107	0	0	0	0	0	0
ENSG00000266109	0	0	1	0	0	0
ENSG00000266110	0	0	0	0	0	0
ENSG00000266111	4	5	1	0	4	8
ENSG00000266114	0	0	1	0	0	0
ENSG00000266117	0	0	0	0	0	1
ENSG00000266120	0	0	0	0	0	0
ENSG00000266124	3	1	4	0	2	2
ENSG00000266126	3	7	4	4	3	2
ENSG00000266127	5	1	0	3	1	6
ENSG00000266128	0	0	0	0	0	0
ENSG00000266129	0	0	0	0	0	0
ENSG00000266133	0	0	0	0	0	0
ENSG00000266139	0	0	0	0	0	0
ENSG00000266140	0	0	0	0	0	0
ENSG00000266144	0	0	0	0	0	0
ENSG00000266145	4	3	5	9	6	2
ENSG00000266146	0	1	1	1	1	2
ENSG00000266148	0	0	0	0	0	0
ENSG00000266149	0	0	0	0	0	0
ENSG00000266150	0	0	0	0	0	0
ENSG00000266151	0	0	0	0	0	0
ENSG00000266153	0	1	0	2	0	0
ENSG00000266155	0	0	0	0	0	0
ENSG00000266158	0	0	0	0	0	0
ENSG00000266160	0	0	0	0	0	0
ENSG00000266162	0	0	0	0	0	0
ENSG00000266166	0	0	0	0	0	0
ENSG00000266168	0	0	0	0	0	0
ENSG00000266171	0	0	0	0	0	0
ENSG00000266173	781	911	916	973	814	752
ENSG00000266174	0	0	0	0	1	0
ENSG00000266179	0	0	0	0	0	0
ENSG00000266180	0	0	0	0	0	0
ENSG00000266181	0	0	0	0	0	0
ENSG00000266184	0	1	0	0	0	0
ENSG00000266185	0	0	0	0	1	0
ENSG00000266187	0	0	0	1	0	0
ENSG00000266188	0	0	0	0	0	0
ENSG00000266189	0	0	0	0	0	0
ENSG00000266190	0	0	0	0	0	0
ENSG00000266192	0	0	1	0	0	0
ENSG00000266194	0	0	0	0	0	0
ENSG00000266195	0	0	0	0	0	0
ENSG00000266196	0	0	0	0	0	0
ENSG00000266200	0	0	0	1	0	0
ENSG00000266201	0	0	0	0	0	0
ENSG00000266202	2	1	1	1	2	0
ENSG00000266203	1	0	0	0	0	0
ENSG00000266204	0	0	0	1	0	0
ENSG00000266206	0	0	0	0	0	0
ENSG00000266208	13	28	27	12	12	25
ENSG00000266210	0	0	0	0	1	0
ENSG00000266211	0	0	0	0	0	0
ENSG00000266213	0	0	0	0	0	0
ENSG00000266215	0	0	0	0	0	0
ENSG00000266217	0	0	0	0	0	0
ENSG00000266222	0	0	2	7	1	0
ENSG00000266226	0	0	0	0	0	0
ENSG00000266227	0	0	0	0	0	0
ENSG00000266228	0	0	0	0	0	0
ENSG00000266232	1	0	0	0	1	3
ENSG00000266235	0	1	4	6	2	0
ENSG00000266236	169	181	183	169	152	114
ENSG00000266237	1	1	1	2	3	1
ENSG00000266240	1	2	2	3	3	1
ENSG00000266242	0	0	0	0	0	0
ENSG00000266243	0	0	0	0	0	0
ENSG00000266245	1	0	0	4	2	1
ENSG00000266248	0	0	0	0	0	0
ENSG00000266251	0	0	0	0	0	0
ENSG00000266255	0	0	0	0	0	0
ENSG00000266256	1	8	0	1	1	9
ENSG00000266258	0	2	0	0	1	0
ENSG00000266261	1	0	0	0	0	0
ENSG00000266262	0	0	0	0	0	0
ENSG00000266265	0	0	1	0	0	0
ENSG00000266268	1	0	0	0	3	0
ENSG00000266270	0	0	0	0	0	0
ENSG00000266273	0	0	0	0	0	0
ENSG00000266274	0	1	3	1	0	3
ENSG00000266276	0	0	0	0	0	0
ENSG00000266278	0	0	0	0	0	0
ENSG00000266279	0	0	0	0	0	0
ENSG00000266282	0	1	0	0	0	1
ENSG00000266283	0	0	0	0	0	0
ENSG00000266287	0	0	0	0	0	0
ENSG00000266288	3	9	5	1	3	7
ENSG00000266289	0	2	6	3	2	0
ENSG00000266290	2	0	1	1	1	0
ENSG00000266291	0	0	0	0	0	0
ENSG00000266296	0	0	0	0	0	0
ENSG00000266297	8	5	1	1	1	5
ENSG00000266299	0	0	0	0	0	0
ENSG00000266302	18	16	0	0	0	0
ENSG00000266304	0	0	0	0	0	0
ENSG00000266305	2	4	13	8	9	13
ENSG00000266306	0	3	3	1	0	0
ENSG00000266307	0	0	0	0	0	0
ENSG00000266308	0	1	0	0	0	0
ENSG00000266311	0	0	0	1	1	0
ENSG00000266312	0	0	0	0	0	0
ENSG00000266313	1	1	5	0	4	4
ENSG00000266315	0	1	0	3	0	0
ENSG00000266317	0	0	0	0	0	0
ENSG00000266318	0	0	0	0	0	0
ENSG00000266320	1	2	4	6	4	2
ENSG00000266321	0	0	0	1	0	0
ENSG00000266324	0	0	0	0	0	0
ENSG00000266325	1	0	1	0	0	0
ENSG00000266327	0	0	0	0	0	0
ENSG00000266328	0	0	0	0	0	0
ENSG00000266329	0	0	0	0	0	0
ENSG00000266335	0	0	0	0	0	0
ENSG00000266338	378	693	572	750	709	321
ENSG00000266340	0	0	1	0	0	0
ENSG00000266341	0	0	0	0	0	0
ENSG00000266354	0	0	0	0	0	0
ENSG00000266356	13	15	1	0	2	6
ENSG00000266357	0	0	0	0	0	0
ENSG00000266364	0	0	0	0	0	0
ENSG00000266365	3	0	2	0	1	0
ENSG00000266368	2	5	3	1	3	4
ENSG00000266369	0	0	0	0	0	0
ENSG00000266370	1	1	5	0	1	0
ENSG00000266371	1	4	0	2	3	3
ENSG00000266373	0	1	0	0	0	1
ENSG00000266378	4	12	8	9	12	14
ENSG00000266379	0	0	0	0	0	0
ENSG00000266383	0	0	0	0	0	0
ENSG00000266385	7	3	17	7	8	5
ENSG00000266389	111	147	43	44	35	94
ENSG00000266392	0	0	0	0	0	0
ENSG00000266396	0	0	0	0	0	0
ENSG00000266397	0	3	3	4	4	4
ENSG00000266401	94	87	27	29	13	24
ENSG00000266402	0	0	1	5	7	3
ENSG00000266405	89	106	100	128	108	102
ENSG00000266407	0	0	0	0	0	0
ENSG00000266411	0	1	0	0	1	0
ENSG00000266412	8285	16139	4816	5231	5459	7826
ENSG00000266415	0	0	0	0	0	0
ENSG00000266416	0	0	0	0	0	0
ENSG00000266417	0	0	0	0	0	0
ENSG00000266420	0	0	0	1	0	0
ENSG00000266421	4	0	2	2	2	3
ENSG00000266423	0	0	0	0	0	0
ENSG00000266426	0	0	0	0	0	0
ENSG00000266431	0	0	0	0	0	0
ENSG00000266433	0	1	0	0	2	0
ENSG00000266436	0	0	0	0	0	0
ENSG00000266437	5	0	9	4	7	1
ENSG00000266439	0	0	0	0	0	0
ENSG00000266441	0	0	0	0	0	0
ENSG00000266445	0	0	0	0	1	0
ENSG00000266446	0	0	1	1	0	1
ENSG00000266448	0	0	0	0	0	0
ENSG00000266449	0	0	0	0	0	0
ENSG00000266450	0	0	0	0	0	0
ENSG00000266454	0	0	0	0	0	0
ENSG00000266456	0	0	0	0	0	0
ENSG00000266458	3	0	2	0	1	1
ENSG00000266460	0	0	0	0	0	0
ENSG00000266461	0	0	0	0	0	0
ENSG00000266463	0	0	0	0	0	0
ENSG00000266466	0	0	0	0	0	0
ENSG00000266467	0	2	2	6	5	6
ENSG00000266469	18	13	23	21	19	18
ENSG00000266470	0	0	0	0	0	0
ENSG00000266472	817	1073	1087	1402	1610	1017
ENSG00000266473	7	13	22	28	30	43
ENSG00000266477	0	0	0	0	0	0
ENSG00000266478	0	0	0	0	0	0
ENSG00000266479	0	0	0	0	0	0
ENSG00000266486	0	2	0	0	0	0
ENSG00000266489	0	0	0	0	0	0
ENSG00000266490	2	8	10	8	8	8
ENSG00000266494	0	0	0	0	0	0
ENSG00000266495	0	0	0	0	0	0
ENSG00000266497	2	3	3	1	4	3
ENSG00000266498	10	5	8	9	3	15
ENSG00000266501	18	16	19	14	24	24
ENSG00000266502	0	0	0	0	0	0
ENSG00000266503	0	0	0	0	0	0
ENSG00000266504	0	0	2	0	0	0
ENSG00000266505	0	0	0	0	0	0
ENSG00000266507	1	1	1	2	0	0
ENSG00000266508	0	0	0	0	0	0
ENSG00000266509	0	0	0	2	1	0
ENSG00000266513	0	0	0	0	0	0
ENSG00000266514	0	0	0	0	0	0
ENSG00000266515	0	0	0	0	0	0
ENSG00000266517	0	0	0	0	1	1
ENSG00000266518	0	0	0	0	0	0
ENSG00000266520	0	0	0	0	0	0
ENSG00000266521	0	0	0	0	0	0
ENSG00000266522	0	0	0	0	0	0
ENSG00000266524	0	4	0	5	6	0
ENSG00000266525	0	0	0	0	0	0
ENSG00000266527	0	0	0	0	0	0
ENSG00000266529	0	0	0	0	0	0
ENSG00000266530	0	0	0	0	0	0
ENSG00000266531	1	1	0	0	0	0
ENSG00000266533	0	0	0	0	0	0
ENSG00000266535	0	0	0	0	0	0
ENSG00000266537	0	0	0	1	0	0
ENSG00000266538	9	8	11	6	9	27
ENSG00000266541	0	0	0	0	0	0
ENSG00000266545	0	0	0	0	0	0
ENSG00000266549	0	0	0	0	0	0
ENSG00000266553	0	0	0	0	0	0
ENSG00000266554	0	0	0	0	0	0
ENSG00000266555	0	0	0	0	0	0
ENSG00000266559	0	0	1	0	0	5
ENSG00000266560	0	0	0	0	0	0
ENSG00000266561	0	0	0	0	0	0
ENSG00000266563	0	0	0	0	0	0
ENSG00000266564	0	0	0	0	0	0
ENSG00000266569	0	1	0	0	2	3
ENSG00000266570	0	0	0	0	0	0
ENSG00000266573	0	0	1	0	0	0
ENSG00000266575	0	0	0	0	0	0
ENSG00000266578	0	1	0	0	0	0
ENSG00000266579	0	0	0	0	0	0
ENSG00000266580	0	0	0	0	0	0
ENSG00000266581	0	0	0	0	0	0
ENSG00000266582	0	0	0	0	0	0
ENSG00000266583	0	0	0	0	0	0
ENSG00000266586	0	0	0	0	0	0
ENSG00000266588	0	0	0	0	0	0
ENSG00000266589	1	2	4	6	1	0
ENSG00000266593	0	0	0	0	0	0
ENSG00000266594	1	0	2	3	1	1
ENSG00000266598	0	0	0	0	0	0
ENSG00000266599	0	0	0	0	0	0
ENSG00000266601	0	0	0	0	0	0
ENSG00000266602	0	0	1	0	0	0
ENSG00000266604	2	0	0	0	0	0
ENSG00000266605	0	0	1	0	0	0
ENSG00000266610	0	0	0	0	0	0
ENSG00000266611	0	0	0	0	0	0
ENSG00000266613	0	0	0	1	1	0
ENSG00000266614	0	0	0	0	0	0
ENSG00000266617	0	0	0	0	0	0
ENSG00000266618	3	6	3	3	5	3
ENSG00000266619	0	2	1	0	1	2
ENSG00000266627	0	0	0	0	0	0
ENSG00000266634	0	0	0	0	0	0
ENSG00000266640	1	0	1	4	2	1
ENSG00000266642	1	3	2	2	1	2
ENSG00000266643	0	0	0	1	0	0
ENSG00000266644	5	0	0	2	2	0
ENSG00000266645	0	0	0	0	0	0
ENSG00000266647	0	0	0	0	0	0
ENSG00000266648	1	0	0	0	1	0
ENSG00000266649	0	0	0	0	0	0
ENSG00000266651	10	29	5	3	0	17
ENSG00000266654	0	0	0	0	0	0
ENSG00000266655	0	0	0	0	0	0
ENSG00000266663	0	0	0	0	0	0
ENSG00000266664	0	0	3	4	3	1
ENSG00000266665	1	0	0	0	0	0
ENSG00000266666	0	0	0	0	0	0
ENSG00000266667	0	0	1	0	0	0
ENSG00000266668	0	0	2	0	0	0
ENSG00000266673	0	0	0	0	0	0
ENSG00000266676	0	0	0	0	0	0
ENSG00000266677	103	111	111	83	80	122
ENSG00000266680	7	7	10	20	13	11
ENSG00000266690	0	0	0	0	0	0
ENSG00000266691	0	0	0	0	2	0
ENSG00000266692	0	0	0	0	0	0
ENSG00000266693	0	0	0	0	0	0
ENSG00000266696	0	0	0	0	0	0
ENSG00000266698	3	7	2	3	0	7
ENSG00000266703	0	0	0	0	0	0
ENSG00000266704	0	0	0	0	0	0
ENSG00000266705	2	0	0	0	1	0
ENSG00000266707	0	0	0	1	1	0
ENSG00000266708	0	0	0	0	2	1
ENSG00000266709	29	273	41	26	22	71
ENSG00000266710	0	0	0	0	0	1
ENSG00000266711	0	0	0	0	0	0
ENSG00000266712	2	4	1	3	2	0
ENSG00000266714	2355	2521	2568	1867	1570	749
ENSG00000266717	0	0	0	0	0	0
ENSG00000266718	2	3	1	6	2	0
ENSG00000266719	0	0	0	0	0	1
ENSG00000266720	0	0	0	0	0	0
ENSG00000266721	0	0	1	0	0	0
ENSG00000266728	0	0	0	0	0	0
ENSG00000266729	0	0	0	0	0	0
ENSG00000266733	3	3	0	1	1	0
ENSG00000266736	0	0	0	0	0	0
ENSG00000266738	0	0	0	1	0	0
ENSG00000266740	0	0	0	1	0	0
ENSG00000266743	0	1	0	1	0	0
ENSG00000266744	0	0	0	0	0	0
ENSG00000266745	0	0	0	0	2	0
ENSG00000266746	0	0	0	0	0	0
ENSG00000266750	37	129	13	11	16	8
ENSG00000266751	2	1	1	5	1	1
ENSG00000266754	0	0	0	0	0	0
ENSG00000266756	0	0	0	0	0	0
ENSG00000266758	0	0	3	0	0	4
ENSG00000266760	0	0	0	0	0	0
ENSG00000266761	0	0	1	0	0	0
ENSG00000266765	0	0	0	0	0	0
ENSG00000266767	0	0	0	0	0	0
ENSG00000266770	0	0	0	0	1	0
ENSG00000266771	0	0	0	0	0	0
ENSG00000266774	0	0	0	0	0	0
ENSG00000266775	0	0	0	0	0	0
ENSG00000266776	0	0	0	0	0	0
ENSG00000266777	73	59	100	87	73	43
ENSG00000266780	0	0	0	0	0	0
ENSG00000266782	0	0	0	0	0	0
ENSG00000266783	2	0	0	1	2	0
ENSG00000266786	1	0	1	0	0	1
ENSG00000266794	0	0	0	0	1	0
ENSG00000266801	0	2	3	0	0	0
ENSG00000266802	0	0	0	2	1	0
